operation_id,client_id,operation_type,asset_class,requested_amount,currency,request_date,settlement_date,current_status,current_stage,priority,responsible_team,last_update,completion_date,exception_flag,exception_type,severity,source_system,processing_time_hours,settlement_lead_time_days,sla_status,operational_risk,operation_category,expected_amount,processed_amount,expected_status,external_status,difference_amount,reconciliation_status
WM00251,CLIENT0128,Asset Transfer - External,Cash,960666.71,BRL,2026-09-02 10:28:09.042550,2026-09-05,Received,Request Received,Normal,Client Operations,2026-09-04 12:28:09.042550,,False,,,Core Banking,50.0,2.56,Outside SLA,High,In Progress,960666.71,960666.71,Received,Received,0.0,Matched
WM00252,CLIENT0092,Asset Transfer - External,Cash,1563963.04,USD,2026-09-03 09:28:09.042550,2026-09-08,Settled,Settlement,Normal,Reconciliation,2026-09-06 02:28:09.042550,2026-09-04 16:28:09.042550,False,,,Trading Platform,65.0,4.61,Outside SLA,High,Completed,1563963.04,1563963.04,Settled,Settled,0.0,Matched
WM00253,CLIENT0057,Fund Purchase,Equity,121889.5,USD,2026-08-19 01:33:09.042550,2026-08-24,Pending Settlement,Settlement,Medium,Reconciliation,2026-08-20 23:33:09.042550,,False,,,Custody System,46.0,4.94,Outside SLA,High,In Progress,121889.5,121889.5,Pending Settlement,Pending Settlement,0.0,Matched
WM00254,CLIENT0069,Cash Transfer,Mutual Fund,1529279.2,BRL,2026-08-19 02:28:09.042550,2026-08-21,Cancelled,Closure,Normal,Reconciliation,2026-08-21 04:28:09.042550,,False,,,Trading Platform,50.0,1.9,Outside SLA,High,Cancelled,1529279.2,1529279.2,Cancelled,Cancelled,0.0,Matched
WM00255,CLIENT0008,Portfolio Rebalancing,Equity,1895379.68,BRL,2026-09-10 03:24:09.042550,2026-09-12,Exception,Processing,High,Middle Office,2026-09-13 01:24:09.042550,,True,Invalid Instruction,High,Trading Platform,70.0,1.86,Outside SLA,Critical,Exception,1895379.68,1838108.2,Exception,Exception,57271.48,Amount Difference
WM00256,CLIENT0057,Fund Purchase,Cash,958588.03,USD,2026-08-15 02:16:09.042550,2026-08-17,Validation,Data Validation,Normal,Reconciliation,2026-08-16 04:16:09.042550,,False,,,Core Banking,26.0,1.91,Outside SLA,High,In Progress,958588.03,958588.03,Validation,Validation,0.0,Matched
WM00257,CLIENT0038,Cash Transfer,Fixed Income,1549861.17,USD,2026-08-19 06:16:09.042550,2026-08-20,Processing,Processing,Normal,Operations,2026-08-21 06:16:09.042550,,False,,,Custody System,48.0,0.74,Outside SLA,High,In Progress,1549861.17,1549861.17,Processing,Pending Settlement,0.0,Status Difference
WM00258,CLIENT0035,Fund Redemption,ETF,1584725.84,USD,2026-08-26 10:19:09.042550,2026-08-29,Exception,Processing,Critical,Settlement,2026-08-29 10:19:09.042550,,True,Approval Pending,High,Custody System,72.0,2.57,Outside SLA,Critical,Exception,1584725.84,1584725.84,Exception,Exception,0.0,Matched
WM00259,CLIENT0079,Portfolio Rebalancing,Equity,259059.99,BRL,2026-09-02 06:27:09.042550,2026-09-07,Completed,Closure,Normal,Reconciliation,2026-09-04 09:27:09.042550,2026-09-04 13:27:09.042550,False,,,Custody System,51.0,4.73,Outside SLA,High,Completed,259059.99,259059.99,Completed,Completed,0.0,Matched
WM00260,CLIENT0057,Portfolio Rebalancing,Cash,212699.91,USD,2026-09-02 07:11:09.042550,2026-09-07,Received,Request Received,Normal,Settlement,2026-09-04 02:11:09.042550,,False,,,Custody System,43.0,4.7,Outside SLA,High,In Progress,212699.91,212699.91,Received,Received,0.0,Matched
WM00261,CLIENT0086,Asset Transfer - External,Mutual Fund,534098.82,BRL,2026-08-25 06:23:09.042550,2026-08-26,Received,Request Received,Normal,Operations,2026-08-27 03:23:09.042550,,False,,,Trading Platform,45.0,0.73,Outside SLA,High,In Progress,534098.82,534098.82,Received,Received,0.0,Matched
WM00262,CLIENT0043,Asset Transfer - External,ETF,1764132.46,USD,2026-09-06 01:16:09.042550,2026-09-10,Completed,Closure,Normal,Reconciliation,2026-09-08 02:16:09.042550,2026-09-10 08:16:09.042550,False,,,Core Banking,49.0,3.95,Outside SLA,High,Completed,1764132.46,1764132.46,Completed,Completed,0.0,Matched
WM00263,CLIENT0019,Fund Purchase,Equity,45055.61,USD,2026-09-08 10:54:09.042550,2026-09-10,Completed,Closure,Normal,Operations,2026-09-08 20:54:09.042550,2026-09-10 18:54:09.042550,False,,,Trading Platform,10.0,1.55,Within SLA,Low,Completed,45055.61,45055.61,Completed,Completed,0.0,Matched
WM00264,CLIENT0141,Fund Purchase,Equity,1190090.94,USD,2026-08-26 03:59:09.042550,2026-08-27,Validation,Data Validation,Normal,Operations,2026-08-28 11:59:09.042550,,False,,,Custody System,56.0,0.83,Outside SLA,High,In Progress,1190090.94,1190090.94,Validation,Validation,0.0,Matched
WM00265,CLIENT0026,Asset Transfer - Internal,Fixed Income,1948924.85,USD,2026-09-11 07:23:09.042550,2026-09-12,Validation,Data Validation,Normal,Reconciliation,2026-09-14 05:23:09.042550,,False,,,Trading Platform,70.0,0.69,Outside SLA,High,In Progress,1948924.85,1948924.85,Validation,Validation,0.0,Matched
WM00266,CLIENT0040,Fund Purchase,Equity,12612.07,BRL,2026-08-23 04:19:09.042550,2026-08-24,Completed,Closure,Normal,Client Operations,2026-08-25 18:19:09.042550,2026-08-27 12:19:09.042550,False,,,Core Banking,62.0,0.82,Outside SLA,High,Completed,12612.07,12612.07,Completed,Completed,0.0,Matched
WM00267,CLIENT0021,Asset Transfer - External,Mutual Fund,620165.03,USD,2026-08-20 03:53:09.042550,2026-08-23,Validation,Data Validation,Normal,Middle Office,2026-08-22 18:53:09.042550,,False,,,Custody System,63.0,2.84,Outside SLA,High,In Progress,620165.03,620165.03,Validation,Validation,0.0,Matched
WM00268,CLIENT0095,Asset Transfer - External,Equity,377232.97,BRL,2026-09-03 09:37:09.042550,2026-09-05,Processing,Processing,Normal,Client Operations,2026-09-05 18:37:09.042550,,False,,,Trading Platform,57.0,1.6,Outside SLA,High,In Progress,377232.97,377232.97,Processing,Processing,0.0,Matched
WM00269,CLIENT0039,Portfolio Rebalancing,Mutual Fund,175986.09,USD,2026-09-09 05:49:09.042550,2026-09-10,Processing,Processing,Normal,Reconciliation,2026-09-11 10:49:09.042550,,False,,,Custody System,53.0,0.76,Outside SLA,High,In Progress,175986.09,175986.09,Processing,Processing,0.0,Matched
WM00270,CLIENT0108,Cash Transfer,ETF,1147565.01,BRL,2026-08-15 08:05:09.042550,2026-08-20,Pending Approval,Approval,Medium,Middle Office,2026-08-16 23:05:09.042550,,False,,,Core Banking,39.0,4.66,Outside SLA,High,In Progress,1147565.01,1094596.69,Pending Approval,Pending Approval,52968.32,Amount Difference
WM00271,CLIENT0133,Cash Transfer,Cash,299158.07,USD,2026-09-10 01:45:09.042550,2026-09-15,Pending Settlement,Settlement,Medium,Settlement,2026-09-10 23:45:09.042550,,False,,,Core Banking,22.0,4.93,Within SLA,High,In Progress,299158.07,299158.07,Pending Settlement,Pending Settlement,0.0,Matched
WM00272,CLIENT0038,Cash Transfer,Equity,642900.23,BRL,2026-08-18 01:40:09.042550,2026-08-19,Completed,Closure,Normal,Operations,2026-08-20 03:40:09.042550,2026-08-22 05:40:09.042550,False,,,Custody System,50.0,0.93,Outside SLA,High,Completed,642900.23,621491.41,Completed,Completed,21408.82,Amount Difference
WM00273,CLIENT0004,Portfolio Rebalancing,Cash,1177214.3,USD,2026-08-24 05:46:09.042550,2026-08-28,Pending Settlement,Settlement,Medium,Operations,2026-08-26 11:46:09.042550,,False,,,Core Banking,54.0,3.76,Outside SLA,High,In Progress,1177214.3,1177214.3,Pending Settlement,Pending Settlement,0.0,Matched
WM00274,CLIENT0028,Cash Transfer,Mutual Fund,1572562.53,USD,2026-09-01 11:01:09.042550,2026-09-02,Validation,Data Validation,Normal,Middle Office,2026-09-02 21:01:09.042550,,False,,,Trading Platform,34.0,0.54,Outside SLA,High,In Progress,1572562.53,1572562.53,Validation,Validation,0.0,Matched
WM00275,CLIENT0104,Fund Redemption,Cash,1219267.25,USD,2026-09-01 10:43:09.042550,2026-09-02,Completed,Closure,Normal,Operations,2026-09-03 13:43:09.042550,2026-09-03 15:43:09.042550,False,,,Trading Platform,51.0,0.55,Outside SLA,High,Completed,1219267.25,1219267.25,Completed,Completed,0.0,Matched
WM00276,CLIENT0087,Asset Transfer - Internal,Equity,564291.57,USD,2026-08-15 09:11:09.042550,2026-08-18,Completed,Closure,Normal,Operations,2026-08-16 15:11:09.042550,2026-08-18 10:11:09.042550,False,,,Core Banking,30.0,2.62,Outside SLA,High,Completed,564291.57,540678.85,Completed,Completed,23612.72,Amount Difference
WM00277,CLIENT0069,Portfolio Rebalancing,ETF,1211933.37,BRL,2026-09-06 09:02:09.042550,2026-09-09,Processing,Processing,Normal,Settlement,2026-09-08 18:02:09.042550,,False,,,Core Banking,57.0,2.62,Outside SLA,High,In Progress,1211933.37,1156236.57,Processing,Processing,55696.8,Amount Difference
WM00278,CLIENT0132,Fund Redemption,Mutual Fund,625690.57,USD,2026-08-27 09:01:09.042550,2026-09-01,Completed,Closure,Normal,Settlement,2026-08-30 05:01:09.042550,2026-08-30 10:01:09.042550,False,,,Custody System,68.0,4.62,Outside SLA,High,Completed,625690.57,625690.57,Completed,Completed,0.0,Matched
WM00279,CLIENT0064,Fund Purchase,ETF,105865.77,USD,2026-08-20 05:06:09.042550,2026-08-21,Received,Request Received,Normal,Settlement,2026-08-21 17:06:09.042550,,False,,,Trading Platform,36.0,0.79,Outside SLA,High,In Progress,105865.77,105865.77,Received,Received,0.0,Matched
WM00280,CLIENT0096,Asset Transfer - External,Cash,894976.35,USD,2026-08-30 07:53:09.042550,2026-08-31,Completed,Closure,Normal,Reconciliation,2026-09-02 06:53:09.042550,2026-08-31 11:53:09.042550,False,,,Trading Platform,71.0,0.67,Outside SLA,High,Completed,894976.35,894976.35,Completed,Completed,0.0,Matched
WM00281,CLIENT0073,Fund Purchase,ETF,104053.83,BRL,2026-09-09 06:00:09.042550,2026-09-10,Processing,Processing,Normal,Settlement,2026-09-10 11:00:09.042550,,False,,,Custody System,29.0,0.75,Outside SLA,High,In Progress,104053.83,104053.83,Processing,Processing,0.0,Matched
WM00282,CLIENT0003,Asset Transfer - External,Fixed Income,1296506.25,BRL,2026-09-03 07:45:09.042550,2026-09-04,Pending Approval,Approval,Medium,Settlement,2026-09-04 16:45:09.042550,,False,,,Custody System,33.0,0.68,Outside SLA,High,In Progress,1296506.25,1262466.35,Pending Approval,Pending Approval,34039.9,Amount Difference
WM00283,CLIENT0118,Asset Transfer - Internal,Fixed Income,936062.54,USD,2026-08-23 11:30:09.042550,2026-08-27,Completed,Closure,Normal,Reconciliation,2026-08-24 01:30:09.042550,2026-08-27 17:30:09.042550,False,,,Core Banking,14.0,3.52,Within SLA,Low,Completed,936062.54,936062.54,Completed,Completed,0.0,Matched
WM00284,CLIENT0077,Portfolio Rebalancing,Mutual Fund,966068.15,USD,2026-09-04 06:48:09.042550,2026-09-09,Settled,Settlement,Normal,Client Operations,2026-09-06 00:48:09.042550,2026-09-09 11:48:09.042550,False,,,Trading Platform,42.0,4.72,Outside SLA,High,Completed,966068.15,966068.15,Settled,Settled,0.0,Matched
WM00285,CLIENT0039,Cash Transfer,Fixed Income,1799875.65,USD,2026-09-05 11:32:09.042550,2026-09-07,Processing,Processing,Normal,Client Operations,2026-09-06 05:32:09.042550,,False,,,Custody System,18.0,1.52,Within SLA,Low,In Progress,1799875.65,1799875.65,Processing,Pending Settlement,0.0,Status Difference
WM00286,CLIENT0104,Asset Transfer - External,Mutual Fund,1168132.29,BRL,2026-08-29 05:29:09.042550,2026-09-02,Received,Request Received,Normal,Client Operations,2026-08-30 10:29:09.042550,,False,,,Custody System,29.0,3.77,Outside SLA,High,In Progress,,,,,0.0,Missing in External System
WM00287,CLIENT0044,Portfolio Rebalancing,Cash,366366.04,BRL,2026-09-08 09:11:09.042550,2026-09-11,Reconciled,Reconciliation,Normal,Middle Office,2026-09-09 02:11:09.042550,2026-09-13 14:11:09.042550,False,,,Custody System,17.0,2.62,Within SLA,Low,Completed,366366.04,366366.04,Reconciled,Reconciled,0.0,Matched
WM00288,CLIENT0086,Portfolio Rebalancing,Mutual Fund,448395.76,BRL,2026-09-08 10:01:09.042550,2026-09-10,Processing,Processing,Normal,Client Operations,2026-09-10 16:01:09.042550,,False,,,Trading Platform,54.0,1.58,Outside SLA,High,In Progress,448395.76,443467.24,Processing,Processing,4928.52,Amount Difference
WM00289,CLIENT0121,Fund Purchase,Cash,1162724.65,BRL,2026-09-01 05:42:09.042550,2026-09-02,Pending Settlement,Settlement,Medium,Middle Office,2026-09-02 06:42:09.042550,,False,,,Custody System,25.0,0.76,Outside SLA,High,In Progress,1162724.65,1162724.65,Pending Settlement,Pending Settlement,0.0,Matched
WM00290,CLIENT0106,Fund Purchase,Fixed Income,279043.69,BRL,2026-09-04 07:46:09.042550,2026-09-07,Validation,Data Validation,Normal,Client Operations,2026-09-06 12:46:09.042550,,False,,,Custody System,53.0,2.68,Outside SLA,High,In Progress,279043.69,279043.69,Validation,Validation,0.0,Matched
WM00291,CLIENT0086,Portfolio Rebalancing,Fixed Income,630261.07,BRL,2026-08-28 03:33:09.042550,2026-08-30,Completed,Closure,Normal,Operations,2026-08-30 13:33:09.042550,2026-08-29 11:33:09.042550,False,,,Trading Platform,58.0,1.85,Outside SLA,High,Completed,630261.07,630261.07,Completed,Exception,0.0,Status Difference
WM00292,CLIENT0126,Fund Purchase,Fixed Income,1230887.08,USD,2026-09-07 03:49:09.042550,2026-09-09,Pending Approval,Approval,Medium,Middle Office,2026-09-09 10:49:09.042550,,False,,,Trading Platform,55.0,1.84,Outside SLA,High,In Progress,1230887.08,1178660.57,Pending Approval,Pending Approval,52226.51,Amount Difference
WM00293,CLIENT0004,Asset Transfer - Internal,Cash,385200.54,BRL,2026-08-15 09:25:09.042550,2026-08-18,Pending Settlement,Settlement,Medium,Settlement,2026-08-16 14:25:09.042550,,False,,,Custody System,29.0,2.61,Outside SLA,High,In Progress,385200.54,385200.54,Pending Settlement,Pending Settlement,0.0,Matched
WM00294,CLIENT0043,Fund Purchase,Mutual Fund,599913.5,USD,2026-08-23 03:19:09.042550,2026-08-27,Completed,Closure,Normal,Middle Office,2026-08-25 22:19:09.042550,2026-08-28 08:19:09.042550,False,,,Custody System,67.0,3.86,Outside SLA,High,Completed,599913.5,599913.5,Completed,Completed,0.0,Matched
WM00295,CLIENT0049,Fund Redemption,ETF,43153.84,BRL,2026-08-27 11:21:09.042550,2026-08-30,Settled,Settlement,Normal,Settlement,2026-08-28 15:21:09.042550,2026-08-31 17:21:09.042550,False,,,Custody System,28.0,2.53,Outside SLA,High,Completed,43153.84,43153.84,Settled,Settled,0.0,Matched
WM00296,CLIENT0010,Asset Transfer - External,Equity,1543643.08,BRL,2026-08-30 03:20:09.042550,2026-09-02,Received,Request Received,Normal,Reconciliation,2026-08-30 10:20:09.042550,,False,,,Custody System,7.0,2.86,Within SLA,Low,In Progress,1543643.08,1475192.19,Received,Received,68450.89,Amount Difference
WM00297,CLIENT0107,Asset Transfer - External,ETF,251572.15,USD,2026-09-09 01:16:09.042550,2026-09-10,Validation,Data Validation,Normal,Middle Office,2026-09-09 21:16:09.042550,,False,,,Core Banking,20.0,0.95,Within SLA,Low,In Progress,251572.15,251572.15,Validation,Validation,0.0,Matched
WM00298,CLIENT0036,Asset Transfer - External,Mutual Fund,1025611.65,BRL,2026-09-03 01:32:09.042550,2026-09-07,Completed,Closure,Normal,Client Operations,2026-09-03 16:32:09.042550,2026-09-04 06:32:09.042550,False,,,Core Banking,15.0,3.94,Within SLA,Low,Completed,1025611.65,1025611.65,Completed,Completed,0.0,Matched
WM00299,CLIENT0092,Portfolio Rebalancing,ETF,594225.65,BRL,2026-09-02 05:02:09.042550,2026-09-05,Settled,Settlement,Normal,Reconciliation,2026-09-04 21:02:09.042550,2026-09-07 09:02:09.042550,False,,,Core Banking,64.0,2.79,Outside SLA,High,Completed,594225.65,594225.65,Settled,Settled,0.0,Matched
WM00300,CLIENT0029,Cash Transfer,ETF,302543.26,BRL,2026-08-29 06:28:09.042550,2026-08-30,Completed,Closure,Normal,Reconciliation,2026-08-29 16:28:09.042550,2026-08-30 08:28:09.042550,False,,,Custody System,10.0,0.73,Within SLA,Low,Completed,302543.26,302543.26,Completed,Completed,0.0,Matched
WM00301,CLIENT0068,Asset Transfer - External,Mutual Fund,204118.79,BRL,2026-09-11 05:54:09.042550,2026-09-13,Completed,Closure,Normal,Operations,2026-09-12 19:54:09.042550,2026-09-15 10:54:09.042550,False,,,Trading Platform,38.0,1.75,Outside SLA,High,Completed,204118.79,204118.79,Completed,Completed,0.0,Matched
WM00302,CLIENT0003,Fund Redemption,Fixed Income,660678.35,USD,2026-08-24 08:00:09.042550,2026-08-25,Completed,Closure,Normal,Reconciliation,2026-08-25 19:00:09.042550,2026-08-25 09:00:09.042550,False,,,Custody System,35.0,0.67,Outside SLA,High,Completed,660678.35,660678.35,Completed,Completed,0.0,Matched
WM00303,CLIENT0103,Asset Transfer - External,ETF,547307.02,USD,2026-09-09 06:24:09.042550,2026-09-10,Validation,Data Validation,Normal,Middle Office,2026-09-11 12:24:09.042550,,False,,,Custody System,54.0,0.73,Outside SLA,High,In Progress,547307.02,547307.02,Validation,Validation,0.0,Matched
WM00304,CLIENT0107,Cash Transfer,ETF,1605518.24,USD,2026-08-19 02:21:09.042550,2026-08-20,Completed,Closure,Normal,Settlement,2026-08-21 03:21:09.042550,2026-08-21 04:21:09.042550,False,,,Trading Platform,49.0,0.9,Outside SLA,High,Completed,1605518.24,1605518.24,Completed,Completed,0.0,Matched
WM00305,CLIENT0029,Asset Transfer - External,ETF,96714.79,USD,2026-09-10 12:09:09.042550,2026-09-12,Completed,Closure,Normal,Client Operations,2026-09-10 14:09:09.042550,2026-09-14 20:09:09.042550,False,,,Custody System,2.0,1.49,Within SLA,Low,Completed,96714.79,96714.79,Completed,Completed,0.0,Matched
WM00306,CLIENT0133,Cash Transfer,Cash,195008.07,BRL,2026-08-30 10:59:09.042550,2026-09-04,Completed,Closure,Normal,Middle Office,2026-09-01 07:59:09.042550,2026-09-01 16:59:09.042550,False,,,Custody System,45.0,4.54,Outside SLA,High,Completed,195008.07,185515.94,Completed,Completed,9492.13,Amount Difference
WM00307,CLIENT0003,Portfolio Rebalancing,Fixed Income,1013607.31,USD,2026-08-26 04:06:09.042550,2026-08-31,Completed,Closure,Normal,Middle Office,2026-08-27 02:06:09.042550,2026-08-31 05:06:09.042550,False,,,Core Banking,22.0,4.83,Within SLA,Low,Completed,1013607.31,1013607.31,Completed,Completed,0.0,Matched
WM00308,CLIENT0141,Portfolio Rebalancing,ETF,809537.6,BRL,2026-08-24 04:34:09.042550,2026-08-27,Completed,Closure,Normal,Operations,2026-08-26 15:34:09.042550,2026-08-25 08:34:09.042550,False,,,Trading Platform,59.0,2.81,Outside SLA,High,Completed,809537.6,809537.6,Completed,Completed,0.0,Matched
WM00309,CLIENT0031,Asset Transfer - External,Mutual Fund,209773.43,USD,2026-08-28 03:07:09.042550,2026-09-01,Completed,Closure,Normal,Operations,2026-08-31 03:07:09.042550,2026-09-01 09:07:09.042550,False,,,Custody System,72.0,3.87,Outside SLA,High,Completed,209773.43,209773.43,Completed,Completed,0.0,Matched
WM00310,CLIENT0131,Cash Transfer,Fixed Income,1310918.99,USD,2026-08-16 10:52:09.042550,2026-08-19,Received,Request Received,Normal,Client Operations,2026-08-18 09:52:09.042550,,False,,,Core Banking,47.0,2.55,Outside SLA,High,In Progress,,,,,0.0,Missing in External System
WM00311,CLIENT0094,Portfolio Rebalancing,ETF,232476.6,BRL,2026-09-10 08:34:09.042550,2026-09-15,Completed,Closure,Normal,Operations,2026-09-12 04:34:09.042550,2026-09-15 16:34:09.042550,False,,,Trading Platform,44.0,4.64,Outside SLA,High,Completed,232476.6,232476.6,Completed,Completed,0.0,Matched
WM00312,CLIENT0012,Fund Redemption,ETF,285196.13,USD,2026-09-13 05:48:09.042550,2026-09-18,Completed,Closure,Normal,Operations,2026-09-14 14:48:09.042550,2026-09-16 07:48:09.042550,False,,,Custody System,33.0,4.76,Outside SLA,High,Completed,285196.13,285196.13,Completed,Pending Settlement,0.0,Status Difference
WM00313,CLIENT0049,Portfolio Rebalancing,Equity,219992.67,USD,2026-08-17 07:26:09.042550,2026-08-21,Pending Approval,Approval,Medium,Operations,2026-08-17 23:26:09.042550,,False,,,Trading Platform,16.0,3.69,Within SLA,High,In Progress,219992.67,215494.13,Pending Approval,Pending Approval,4498.54,Amount Difference
WM00314,CLIENT0142,Asset Transfer - External,Cash,968449.27,BRL,2026-09-01 09:21:09.042550,2026-09-05,Settled,Settlement,Normal,Reconciliation,2026-09-02 08:21:09.042550,2026-09-02 10:21:09.042550,False,,,Custody System,23.0,3.61,Within SLA,Low,Completed,968449.27,968449.27,Settled,Settled,0.0,Matched
WM00315,CLIENT0130,Asset Transfer - External,ETF,1959104.02,BRL,2026-08-17 07:55:09.042550,2026-08-22,Completed,Closure,Normal,Client Operations,2026-08-19 10:55:09.042550,2026-08-22 13:55:09.042550,False,,,Trading Platform,51.0,4.67,Outside SLA,High,Completed,,,,,0.0,Missing in External System
WM00316,CLIENT0141,Asset Transfer - Internal,Cash,1267003.65,BRL,2026-08-28 03:21:09.042550,2026-09-01,Exception,Processing,High,Reconciliation,2026-08-29 17:21:09.042550,,True,System Processing Error,High,Custody System,38.0,3.86,Outside SLA,Critical,Exception,1267003.65,1267003.65,Exception,Exception,0.0,Matched
WM00317,CLIENT0129,Cash Transfer,Equity,1422153.69,USD,2026-09-04 03:58:09.042550,2026-09-06,Processing,Processing,Normal,Reconciliation,2026-09-06 17:58:09.042550,,False,,,Custody System,62.0,1.83,Outside SLA,High,In Progress,1422153.69,1422153.69,Processing,Processing,0.0,Matched
WM00318,CLIENT0004,Cash Transfer,Mutual Fund,55417.92,BRL,2026-09-04 07:56:09.042550,2026-09-09,Reconciled,Reconciliation,Normal,Operations,2026-09-04 15:56:09.042550,2026-09-07 14:56:09.042550,False,,,Core Banking,8.0,4.67,Within SLA,Low,Completed,55417.92,55417.92,Reconciled,Reconciled,0.0,Matched
WM00319,CLIENT0038,Fund Purchase,Equity,411981.8,BRL,2026-09-08 03:31:09.042550,2026-09-11,Processing,Processing,Normal,Client Operations,2026-09-10 13:31:09.042550,,False,,,Core Banking,58.0,2.85,Outside SLA,High,In Progress,411981.8,411981.8,Processing,Processing,0.0,Matched
WM00320,CLIENT0061,Cash Transfer,Equity,1387407.47,BRL,2026-09-04 10:08:09.042550,2026-09-06,Completed,Closure,Normal,Middle Office,2026-09-06 12:08:09.042550,2026-09-09 17:08:09.042550,False,,,Trading Platform,50.0,1.58,Outside SLA,High,Completed,1387407.47,1387407.47,Completed,Completed,0.0,Matched
WM00321,CLIENT0052,Cash Transfer,ETF,1660817.05,USD,2026-09-04 06:48:09.042550,2026-09-05,Exception,Processing,High,Settlement,2026-09-05 20:48:09.042550,,True,Missing Documentation,High,Trading Platform,38.0,0.72,Outside SLA,Critical,Exception,,,,,0.0,Missing in External System
WM00322,CLIENT0132,Fund Purchase,ETF,86065.29,USD,2026-09-04 02:24:09.042550,2026-09-06,Validation,Data Validation,Normal,Reconciliation,2026-09-05 12:24:09.042550,,False,,,Core Banking,34.0,1.9,Outside SLA,High,In Progress,86065.29,86065.29,Validation,Validation,0.0,Matched
WM00323,CLIENT0120,Portfolio Rebalancing,Fixed Income,84681.48,USD,2026-09-10 05:13:09.042550,2026-09-13,Validation,Data Validation,Normal,Reconciliation,2026-09-10 12:13:09.042550,,False,,,Custody System,7.0,2.78,Within SLA,Low,In Progress,84681.48,83190.82,Validation,Validation,1490.66,Amount Difference
WM00324,CLIENT0019,Portfolio Rebalancing,Equity,1053163.16,BRL,2026-09-04 05:44:09.042550,2026-09-09,Completed,Closure,Normal,Reconciliation,2026-09-04 14:44:09.042550,2026-09-09 11:44:09.042550,False,,,Custody System,9.0,4.76,Within SLA,Low,Completed,1053163.16,1053163.16,Completed,Completed,0.0,Matched
WM00325,CLIENT0090,Fund Redemption,Fixed Income,1328352.28,USD,2026-08-31 09:38:09.042550,2026-09-01,Validation,Data Validation,Normal,Client Operations,2026-09-01 23:38:09.042550,,False,,,Core Banking,38.0,0.6,Outside SLA,High,In Progress,1328352.28,1328352.28,Validation,Validation,0.0,Matched
WM00326,CLIENT0089,Asset Transfer - External,Fixed Income,1809470.43,BRL,2026-09-02 09:43:09.042550,2026-09-07,Exception,Processing,High,Client Operations,2026-09-04 10:43:09.042550,,True,Missing Documentation,Low,Core Banking,49.0,4.6,Outside SLA,Critical,Exception,1809470.43,1809470.43,Exception,Exception,0.0,Matched
WM00327,CLIENT0096,Cash Transfer,Cash,893886.01,BRL,2026-08-31 05:14:09.042550,2026-09-05,Pending Settlement,Settlement,Medium,Client Operations,2026-09-01 06:14:09.042550,,False,,,Trading Platform,25.0,4.78,Outside SLA,High,In Progress,893886.01,893886.01,Pending Settlement,Pending Settlement,0.0,Matched
WM00328,CLIENT0017,Fund Redemption,Fixed Income,1730576.96,USD,2026-09-13 02:23:09.042550,2026-09-18,Settled,Settlement,Normal,Operations,2026-09-14 05:23:09.042550,2026-09-18 03:23:09.042550,False,,,Custody System,27.0,4.9,Outside SLA,High,Completed,1730576.96,1730576.96,Settled,Settled,0.0,Matched
WM00329,CLIENT0118,Portfolio Rebalancing,Equity,80583.2,BRL,2026-09-11 07:54:09.042550,2026-09-12,Completed,Closure,Normal,Operations,2026-09-12 06:54:09.042550,2026-09-13 08:54:09.042550,False,,,Trading Platform,23.0,0.67,Within SLA,Low,Completed,80583.2,80583.2,Completed,Exception,0.0,Status Difference
WM00330,CLIENT0116,Portfolio Rebalancing,ETF,868884.94,BRL,2026-09-01 05:11:09.042550,2026-09-04,Reconciled,Reconciliation,Normal,Middle Office,2026-09-01 21:11:09.042550,2026-09-05 12:11:09.042550,False,,,Custody System,16.0,2.78,Within SLA,Low,Completed,868884.94,868884.94,Reconciled,Reconciled,0.0,Matched
WM00331,CLIENT0012,Portfolio Rebalancing,Mutual Fund,718611.78,BRL,2026-09-06 10:17:09.042550,2026-09-11,Received,Request Received,Normal,Client Operations,2026-09-08 01:17:09.042550,,False,,,Custody System,39.0,4.57,Outside SLA,High,In Progress,718611.78,718611.78,Received,Received,0.0,Matched
WM00332,CLIENT0008,Asset Transfer - External,Fixed Income,1069268.19,BRL,2026-09-07 08:37:09.042550,2026-09-11,Validation,Data Validation,Normal,Middle Office,2026-09-10 06:37:09.042550,,False,,,Trading Platform,70.0,3.64,Outside SLA,High,In Progress,1069268.19,1069268.19,Validation,Validation,0.0,Matched
WM00333,CLIENT0032,Fund Purchase,Mutual Fund,1147573.6,USD,2026-08-18 05:56:09.042550,2026-08-21,Exception,Processing,High,Client Operations,2026-08-19 08:56:09.042550,,True,Missing Documentation,Medium,Custody System,27.0,2.75,Outside SLA,Critical,Exception,1147573.6,1147573.6,Exception,Exception,0.0,Matched
WM00334,CLIENT0042,Fund Redemption,Fixed Income,1235685.42,USD,2026-09-06 06:26:09.042550,2026-09-10,Completed,Closure,Normal,Settlement,2026-09-06 21:26:09.042550,2026-09-11 09:26:09.042550,False,,,Core Banking,15.0,3.73,Within SLA,Low,Completed,1235685.42,1235685.42,Completed,Completed,0.0,Matched
WM00335,CLIENT0075,Portfolio Rebalancing,Mutual Fund,505121.79,BRL,2026-09-01 02:07:09.042550,2026-09-06,Completed,Closure,Normal,Reconciliation,2026-09-03 17:07:09.042550,2026-09-05 04:07:09.042550,False,,,Trading Platform,63.0,4.91,Outside SLA,High,Completed,505121.79,505121.79,Completed,Completed,0.0,Matched
